,question,model_a,model_b
6864,"give me a lesson plan about earthquakes, tectonic plates , and earth's chroust",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6865,"Act as a requirements engineer. Is the given requirement unambiguous? Are multiple interpretations of the requirement possible? Requirement: ""Should instruments be turned off for safety reasons, they shall be kept in a configuration that allows becoming operational as quickly as possible after investigations.""",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6866,Can you tell me about a time when John Dahlback's music had a significant impact on people's lives?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6867,What is frequently maligned for the wrong reason?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6868,"My company is Zencore. I want to offer a ""Get up and running on GKE"" service. This is a 4-week engagement that provides a customer with training and enablement on Kubernetes and Google Kubernetes Engine, deploys production ready GKE clusters for up to 3 environments, and assists with the deployment of a production workload to this infrastructure. Can you write a 1-pager for this offering?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6869,Can you give me 5 SEO titles for 'Sand Transloading Services: A Granular Guide?',gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6870,Can you recall any memorable moments from the Pacquiao vs Cotto match?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6871,Could Hulk Hogan really beat Andre the Giant?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6872,What pictures illustrate the difference between the British and Americans?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6873,How has Iker Casillas influenced other athletes in his field?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6874,"Is there a word for the kind of packaging oreos come in? It's got a bag on the outside, and a plastic tray inside it, but the bag+tray system is a very specific kind of package that seems like it should have a name, but I don't know what to call it.",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6875,"As a science teacher, have you ever encountered a climate change denier or open creationist in your class?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6876,Why do a lot of Scientists not believe in God or Satan?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6877,What is the most heinous instance of plagiarism you can recall?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6878,Please write a short note wishing speedy recovery to an elementary teacher that is abruptly taking a health leave. Write it from a perspective of a parent of one of the kids in her class.,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6879,"Is the English word ""bird"" etymologically related to any other language’s word for ""bird""?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6880,Can you tell me more about the Devil's ivy and why it's considered a top plant?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6881,"What are some of the key themes explored in the movie ""Baahubali 2: The Conclusion""?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6882,What's the funniest Joe Biden meme you've ever seen?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6883,"What's the difference between a plant and a fungus, specifically a mushroom?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6884,How has Sylvester Stallone's career in acting evolved over the years?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6885,"Write me an interview between a Latin American seller of pantry, confectionery, frozen ready to eat, seasoning, sauces and paste products. The seller is going to be an English student of intermediate level, the buyer is going to be a Canadian Supermarket owner. Give me questions and role play cards to simulate the situation. Give me adjectives and adverbs to describe these latin american food products and a plenty of vocabulary for a lesson of 1 hour and half.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6886,"I am a 5 year old , I have straight A's and double promoted in school. You can teach anything of any standdards. Now ""I want to you to teach me python from basics"" . Can you teach how to do it",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6887,"Why do some parents give their kids names like ""Mercedes"" or ""Lexus""?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6888,"If you could change one thing about the Justice League movie, what would it be?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6889,Can you name a few people who have had a significant impact on Jordyn Woods' life and career?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6890,"You should take the time to read the situation and problem carefully and give the best advice you can.

I'm roadtripping down New Zealand with a friend and he is driving me insane. He hasn't enjoyed all the tours we've been on and doesn't want to chat about ANYTHING. We're a week into our trip and this is the quietest I've ever been when hanging out with another person as he rebuffs all my attempts at conversation. He wears his airpods in the car and around the accommodation - not that I've kept trying to talk to him. Honestly, he is bringing some seriously bad vibes to everything and it's ruining my trip.
We don't have anything booked in yet for the South Island, so I'm planning to ditch him in Wellington at the ferry. Probably book my own car in Picton and just relax alone for the rest of the trip. (Just thinking about it is such sharp relief that it makes me feel emotional. I'll pay whatever price I have to just to get away from him.)
Obviously telling him he is ruining my trip with his negative energy isn't the best way to approach this.
Any advice for the best approach so we can split amicably? Or at least not have an argument that ends with very hurt feelings?",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6891,"Is the Chennai Express, a movie you'd recommend to someone who's into action-packed films?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6892,Why didn't the UK’s latest aircraft carriers simply follow design cues from successful US designs?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6893,What was believed to be the Earth's appearance before going into space?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6894,"Did Steve Martin and John Candy enjoy working together in Planes, Trains and Automobiles ? It is such a good movie, one would think they must have been having fun.",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6895,What were some of the standout features of the iPhone 4s in the consumer electronics market?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6896,"Do you remeber the image where Nicki Minaj wore a pink wig for the first time,?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6897,Who were the scariest looking soldiers/warriors in history?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6898,Can you write a blog post about how AI is helping video productions with their storyboards? Include a brief summary of what storyboards are and how they help a production. Specifically mention that AI image generators can help spur imagination when creating storyboards,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6899,"Categorize the given product into one of Electronics, Computers, Smart Home, or Arts & Crafts departments.

Google Nest Learning Thermostat",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6900,Do you have any tips for someone trying a new recipe for the first time?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6901,"Write an article about the site's backlink and its importance""Use the following keywords in the article Questions Others Asked
What is a backlink example?
What are SEO backlinks?
Do backlinks help SEO?
How do I get backlinks?""",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6902,"If you could change one thing about the TV show Bridgerton, what would it be?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6903,"improve this tweet 

GPT-3 and TTS parts were straightforward and didn't cause any issues. 
The hard one was the AI video avatar with lipsync. There are a few solutions. But all of them are either non real-time or incredibly difficult to implement and recourse consumptive.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6904,What's the day-to-day life of a Pope like?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6905,Is there a mythology where the universe is a dream of a sentient being?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6906,"This is my position: Feral pigs have become a major problem on Oahu, causing extensive damage to the island's ecosystem. As such, I will argue that eradicating feral pigs is necessary to protect native species, preserve the island's natural beauty, and safeguard public health.

Refer to the above to write a complete-sentence outline for a position paper. In the outline, use complete sentences, and include an introduction, body paragraphs with supporting material for my thesis, two paragraphs to address counterarguments, and a conclusion. Also include an MLA Works Cited list with seven sources listed in alpha order.",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6907,How do i increase revenue for my small mental health service,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6908,"Do you think that revenge in TV shows is often justified, or it's just a plot device to keep the story going?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6909,Give me 3 research questions focused on the human element when performing a cost-benefit analysis of an in-house warehouse solution vs a 3PL.,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6910,Can you name a few countries that have hosted the Rugby World Cup and how it impacted their global recognition?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6911,What are some interesting facts about Big Meech that most people don't know?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6912,Who are some actors that have worked with Jason Momoa in his past films?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6913,how do i create an actual vs planned trend report in JIRA,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6914,What are some of the most heart touching poems of all time?,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6915,"Do you thinks, the entertainment industry is exploiting Paranormal Activity for profit?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6916,Write a program to find the nth Fibonacci number using dynamic programming.,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6917,"What sound does this make?

好",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6918,Can you tell me about some of Marco Simoncelli's most memorable moments in sports?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6919,Can you name three other actors who have worked with Keanu Reeves in a film?,gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6920,Write me a usability testing script for a real estate company focusing on single urban professionals. I want to figure out how users compare the options. Use Nielsen Norman Group advice and expertise.,WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6921,"Who's are some athlets that have been inspired by Peyton Manning's career, and how did they show it?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6922,"the topic is anti derivatives:

help me to get the correct answer: 

A stone is thrown straight up from the edge of a roof, 975 feet above the ground, at a speed of 16 feet per second.
A. Remembering that the acceleration due to gravity is -32 feet per second squared, how high is the stone 4 seconds later? 
 
B. At what time does the stone hit the ground? 
 
C. What is the velocity of the stone when it hits the ground? 
 1 / 1",WizardLM/WizardLM-13B-V1.2,gpt-35-turbo
6923,"Write a scene where Jeremy and Rob discuss how playing ping pong in VR compares to playing ping pong in real life. Also, Rob keeps bringing up his experience with his urologist.",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
6924,"If you could change one thing about the movie ""Joker"", what would it be?",gpt-35-turbo,WizardLM/WizardLM-13B-V1.2
